Period,CategoryId,Type,IBD/PBD,ASTI_LIM
MONT_1397,34932138,PBD,8523032,3.27
MONT_1397,34932138,PBD,8523031,3.09
MONT_1397,34932138,PBD,8523026,3.27
MONT_1397,34932138,PBD,8523025,3.27
MONT_1397,51843306,PBD,8523032,18.53
MONT_1397,34932165,PBD,8523032,2.09
MONT_1397,34932165,PBD,8523031,1.91
MONT_1397,34932077,PBD,8523033,4.29
MONT_1397,34931996,PBD,8523031,3.33
MONT_1397,34931954,PBD,8523033,2.24
MONT_1397,34931954,PBD,8523032,2.04
MONT_1397,34931954,PBD,8523031,2.03
MONT_1397,34931954,PBD,8523027,2.04
MONT_1397,34931954,PBD,8523026,2.02
MONT_1397,34931954,PBD,8523025,2.04
MONT_1397,34931996,PBD,8523025,3.43
MONT_1397,34932035,PBD,8523033,3.63
MONT_1397,34932035,PBD,8523032,2.85
MONT_1397,34932035,PBD,8523031,2.98
MONT_1397,34932035,PBD,8523027,3.04
MONT_1397,34932035,PBD,8523026,3.27
MONT_1397,34932035,PBD,8523025,3.34
MONT_1397,34932077,PBD,8523031,4.45
MONT_1397,34932077,PBD,8523027,4.49
MONT_1397,34932077,PBD,8523025,3.8
MONT_1397,34932165,PBD,8523026,2.1
MONT_1397,34932165,PBD,8523025,2.1
MONT_1397,51843306,PBD,8523031,18.76
MONT_1397,34932102,PBD,8523032,2.21
MONT_1397,34932102,PBD,8523031,2.15
MONT_1397,34932102,PBD,8523026,2.21
MONT_1397,34932102,PBD,8523025,2.75
MONT_1397,51843306,PBD,8523030,18.2
MONT_1397,51843306,PBD,8523026,18.11
MONT_1397,51843306,PBD,8523025,18.28
MONT_1397,34931997,PBD,8523032,2.44
MONT_1397,34931997,PBD,8523031,2.53
MONT_1397,34931997,PBD,8523026,2.44
MONT_1397,34931997,PBD,8523025,2.44
MONT_1397,102016911,PBD,8523032,22.1
MONT_1397,102016911,PBD,8523031,22.1
MONT_1397,34931955,PBD,8523032,2.33
MONT_1397,34931955,PBD,8523031,2.24
MONT_1397,34931955,PBD,8523026,2.33
MONT_1397,34931955,PBD,8523025,2.05
MONT_1397,102016911,PBD,8523030,19.06
MONT_1397,102016911,PBD,8523025,18.85
MONT_1397,60417065,PBD,8523033,2.14
MONT_1397,39055583,PBD,8523033,6.08
MONT_1397,34932197,PBD,8523033,3.19
MONT_1397,34932036,PBD,8523032,2.7
MONT_1397,34932036,PBD,8523031,2.56
MONT_1397,34932036,PBD,8523026,2.7
MONT_1397,34932036,PBD,8523025,2.7
MONT_1397,34932179,PBD,8523032,2.61
MONT_1397,34932078,PBD,8523033,2.76
MONT_1397,34932078,PBD,8523031,2.9
MONT_1397,34932078,PBD,8523027,3.2
MONT_1397,34932078,PBD,8523025,2.9
MONT_1397,34932179,PBD,8523031,2.51
MONT_1397,34932146,PBD,8523033,5.46
MONT_1397,34932146,PBD,8523031,4.03
MONT_1397,34931956,PBD,8523032,3.4
MONT_1397,34931956,PBD,8523031,3.65
MONT_1397,34931956,PBD,8523025,3.61
MONT_1397,34931999,PBD,8523035,2.32
MONT_1397,34931999,PBD,8523032,2.43
MONT_1397,34931999,PBD,8523031,2.34
MONT_1397,34931999,PBD,8523029,3.26
MONT_1397,34931999,PBD,8523026,2.41
MONT_1397,34931999,PBD,8523025,2.36
MONT_1397,34932146,PBD,8523027,4.83
MONT_1397,34932146,PBD,8523025,4.84
MONT_1397,34932179,PBD,8523026,2.59
MONT_1397,34932179,PBD,8523025,2.6
MONT_1397,34932197,PBD,8523031,3.24
MONT_1397,34932103,PBD,8523033,1.57
MONT_1397,34932103,PBD,8523031,1.81
MONT_1397,34932103,PBD,8523026,1.63
MONT_1397,34932103,PBD,8523025,1.69
MONT_1397,34931959,PBD,8523033,4.69
MONT_1397,34931959,PBD,8523031,4.65
MONT_1397,34931959,PBD,8523027,4.65
MONT_1397,34931959,PBD,8523025,4.46
MONT_1397,34932197,PBD,8523027,3.24
MONT_1397,34932188,PBD,8523031,7.7
MONT_1397,34932188,PBD,8523025,7.23
MONT_1397,34932079,PBD,8523031,1.57
MONT_1397,34932000,PBD,8523033,1.26
MONT_1397,34932000,PBD,8523031,1.57
MONT_1397,34932000,PBD,8523025,1.65
MONT_1397,34932079,PBD,8523026,0.86
MONT_1397,34932079,PBD,8523025,1.27
MONT_1397,34932166,PBD,8523032,2.32
MONT_1397,34932166,PBD,8523031,2.3
MONT_1397,34932037,PBD,8523033,2.96
MONT_1397,34932037,PBD,8523032,2.29
MONT_1397,34932037,PBD,8523031,2.67
MONT_1397,34932037,PBD,8523027,2.55
MONT_1397,34932037,PBD,8523025,2.36
MONT_1397,34932166,PBD,8523026,2.38
MONT_1397,34931960,PBD,8523033,2.82
MONT_1397,34931960,PBD,8523031,2.95
MONT_1397,34931960,PBD,8523027,3
MONT_1397,34931960,PBD,8523025,2.82
MONT_1397,34932166,PBD,8523025,2.32
MONT_1397,34932197,PBD,8523025,3.16
MONT_1397,34932002,PBD,8523033,1.92
MONT_1397,34932002,PBD,8523031,2.24
MONT_1397,34932002,PBD,8523025,2.87
MONT_1397,39055583,PBD,8523031,5.89
MONT_1397,39055583,PBD,8523027,5.89
MONT_1397,39055583,PBD,8523025,5.21
MONT_1397,34932147,PBD,8523033,4.39
MONT_1397,34932147,PBD,8523031,4.42
MONT_1397,34932147,PBD,8523027,4.42
MONT_1397,34932147,PBD,8523025,4.21
MONT_1397,34932104,PBD,8523032,3.17
MONT_1397,34932104,PBD,8523031,3.16
MONT_1397,34932104,PBD,8523025,3.22
MONT_1397,60417065,PBD,8523032,1.72
MONT_1397,60417065,PBD,8523031,2.01
MONT_1397,34932041,PBD,8523033,1.61
MONT_1397,34931961,PBD,8523032,2.69
MONT_1397,34931961,PBD,8523031,2.76
MONT_1397,34931961,PBD,8523026,2.36
MONT_1397,34931961,PBD,8523025,2.81
MONT_1397,34932041,PBD,8523031,1.61
MONT_1397,34932041,PBD,8523025,1.61
MONT_1397,60417065,PBD,8523025,1.99
MONT_1397,34932167,PBD,8523033,8.58
MONT_1397,265497292,PBD,8523031,3.52
MONT_1397,265497292,PBD,8523030,3.03
MONT_1397,34932080,PBD,8523032,2.81
MONT_1397,34932003,PBD,8523032,2.24
MONT_1397,34932003,PBD,8523031,2.2
MONT_1397,34932003,PBD,8523026,1.75
MONT_1397,34932003,PBD,8523025,2.21
MONT_1397,34932080,PBD,8523031,2.48
MONT_1397,34932080,PBD,8523026,2.48
MONT_1397,34932080,PBD,8523025,2.19
MONT_1397,265497292,PBD,8523026,3.58
MONT_1397,265497292,PBD,8523025,3.58
MONT_1397,110305217,PBD,8523027,6.69
MONT_1397,286395558,PBD,8523032,2.84
MONT_1397,286395558,PBD,8523031,2.78
MONT_1397,34932180,PBD,8523033,2.15
MONT_1397,34932180,PBD,8523031,2.26
MONT_1397,34931962,PBD,8523032,2.49
MONT_1397,34931962,PBD,8523031,2.12
MONT_1397,34931962,PBD,8523026,2.2
MONT_1397,34931962,PBD,8523025,2.81
MONT_1397,34932180,PBD,8523027,2.5
MONT_1397,34932043,PBD,8523032,4.34
MONT_1397,34932043,PBD,8523031,3.71
MONT_1397,34932043,PBD,8523026,4.12
MONT_1397,34932043,PBD,8523025,3.43
MONT_1397,34932150,PBD,8523032,3.67
MONT_1397,34932007,PBD,8523031,2.34
MONT_1397,34932007,PBD,8523026,2.22
MONT_1397,34932007,PBD,8523025,2.33
MONT_1397,34932107,PBD,8523031,3.34
MONT_1397,34932107,PBD,8523025,3.11
MONT_1397,34932150,PBD,8523031,2.57
MONT_1397,34932150,PBD,8523025,2.53
MONT_1397,34932180,PBD,8523025,2.48
MONT_1397,286395558,PBD,8523026,2.84
MONT_1397,54276544,PBD,8523031,6.69
MONT_1397,34932082,PBD,8523032,3.07
MONT_1397,34932082,PBD,8523031,4.37
MONT_1397,34932082,PBD,8523026,3.49
MONT_1397,34931963,PBD,8523032,2.42
MONT_1397,34931963,PBD,8523031,2.42
MONT_1397,34931963,PBD,8523026,2.07
MONT_1397,34931963,PBD,8523025,2.45
MONT_1397,34932050,PBD,8523033,3.55
MONT_1397,34932050,PBD,8523031,4.16
MONT_1397,34932050,PBD,8523027,3.55
MONT_1397,34932050,PBD,8523025,2.5
MONT_1397,34932082,PBD,8523025,4.57
MONT_1397,54276544,PBD,8523025,6.68
MONT_1397,34932008,PBD,8523033,5.16
MONT_1397,34932008,PBD,8523031,4.37
MONT_1397,34932008,PBD,8523027,3.79
MONT_1397,34932008,PBD,8523025,4.77
MONT_1397,285928337,PBD,8523032,3.33
MONT_1397,39055584,PBD,8523033,7.52
MONT_1397,39055584,PBD,8523031,6.58
MONT_1397,34932190,PBD,8523032,4.45
MONT_1397,34932190,PBD,8523031,4.06
MONT_1397,34932190,PBD,8523026,3.89
MONT_1397,34932190,PBD,8523025,3.32
MONT_1397,34932168,PBD,8523032,2.01
MONT_1397,34932109,PBD,8523033,3.93
MONT_1397,34932109,PBD,8523031,4.1
MONT_1397,34932109,PBD,8523027,4.02
MONT_1397,34931964,PBD,8523032,2.72
MONT_1397,34931964,PBD,8523031,2.31
MONT_1397,34931964,PBD,8523026,2.38
MONT_1397,34931964,PBD,8523025,2.89
MONT_1397,34932109,PBD,8523025,4.2
MONT_1397,34932168,PBD,8523031,2.51
MONT_1397,34932168,PBD,8523026,2.51
MONT_1397,34932009,PBD,8523033,3.86
MONT_1397,34932009,PBD,8523031,3.83
MONT_1397,34932009,PBD,8523027,3.83
MONT_1397,34932168,PBD,8523025,2.65
MONT_1397,39055584,PBD,8523027,5.15
MONT_1397,39055584,PBD,8523025,6.28
MONT_1397,34932199,PBD,8523033,1.68
MONT_1397,34932055,PBD,8523032,1.88
MONT_1397,34932055,PBD,8523031,2.06
MONT_1397,34932055,PBD,8523026,2.01
MONT_1397,34932055,PBD,8523025,2.11
MONT_1397,34932199,PBD,8523032,1.97
MONT_1397,34932199,PBD,8523031,1.71
MONT_1397,34932083,PBD,8523032,2.9
MONT_1397,34932083,PBD,8523031,2.46
MONT_1397,34931965,PBD,8523032,1.9
MONT_1397,34931965,PBD,8523031,1.93
MONT_1397,34931965,PBD,8523026,1.85
MONT_1397,34931965,PBD,8523025,1.94
MONT_1397,34932083,PBD,8523026,2.52
MONT_1397,34932083,PBD,8523025,2.65
MONT_1397,34932181,PBD,8523033,3.31
MONT_1397,34932151,PBD,8523032,1.82
MONT_1397,34932151,PBD,8523031,1.66
MONT_1397,34932151,PBD,8523026,1.76
MONT_1397,34932151,PBD,8523025,2.02
MONT_1397,34932181,PBD,8523031,3.31
MONT_1397,34932010,PBD,8523035,2.76
MONT_1397,34932010,PBD,8523032,2.86
MONT_1397,34932010,PBD,8523031,2.85
MONT_1397,34931967,PBD,8523032,1.52
MONT_1397,34931967,PBD,8523031,1.3
MONT_1397,34932010,PBD,8523029,3.2
MONT_1397,34932010,PBD,8523025,2.78
MONT_1397,34932181,PBD,8523027,2.36
MONT_1397,34931968,PBD,8523031,5.2
MONT_1397,34932181,PBD,8523025,2.37
MONT_1397,34932199,PBD,8523026,2.09
MONT_1397,34932199,PBD,8523025,2.21
MONT_1397,159953649,PBD,8523033,2.22
MONT_1397,159953649,PBD,8523031,2.33
MONT_1397,97584314,PBD,8523032,3.57
MONT_1397,34932057,PBD,8523032,2.33
MONT_1397,34932057,PBD,8523031,2.21
MONT_1397,34932057,PBD,8523026,2.33
MONT_1397,34932057,PBD,8523025,2.33
MONT_1397,34932113,PBD,8523032,1.74
MONT_1397,34932113,PBD,8523031,1.62
MONT_1397,34932113,PBD,8523026,1.65
MONT_1397,34932113,PBD,8523025,1.87
MONT_1397,97584314,PBD,8523031,3.6
MONT_1397,97584314,PBD,8523025,2.75
MONT_1397,34932170,PBD,8523033,3.42
MONT_1397,34932011,PBD,8523032,6.1
MONT_1397,34932011,PBD,8523031,5.67
MONT_1397,34932011,PBD,8523026,5.06
MONT_1397,34932011,PBD,8523025,6.61
MONT_1397,34932084,PBD,8523032,2.52
MONT_1397,34932084,PBD,8523031,2.38
MONT_1397,34932084,PBD,8523026,2.44
MONT_1397,34931969,PBD,8523035,3.13
MONT_1397,34931969,PBD,8523032,2.9
MONT_1397,34931969,PBD,8523031,1.98
MONT_1397,34931969,PBD,8523029,3.79
MONT_1397,34931969,PBD,8523026,2.87
MONT_1397,34931969,PBD,8523025,2.92
MONT_1397,34932084,PBD,8523025,2.44
MONT_1397,34932170,PBD,8523031,3.38
MONT_1397,34932170,PBD,8523027,3.63
MONT_1397,34932170,PBD,8523025,3.47
MONT_1397,60421010,PBD,8523031,5.6
MONT_1397,60421010,PBD,8523025,5.53
MONT_1397,34932152,PBD,8523031,3.22
MONT_1397,34932058,PBD,8523032,2.57
MONT_1397,34932058,PBD,8523031,5.95
MONT_1397,34932058,PBD,8523025,4.72
MONT_1397,34931970,PBD,8523033,3.6
MONT_1397,34931970,PBD,8523031,3.61
MONT_1397,34931970,PBD,8523027,3.73
MONT_1397,34932152,PBD,8523026,1.4
MONT_1397,34932152,PBD,8523025,2.74
MONT_1397,138324712,PBD,8523032,1.73
MONT_1397,138324712,PBD,8523031,1.85
MONT_1397,34932085,PBD,8523031,0.56
MONT_1397,34932085,PBD,8523025,3.66
MONT_1397,138324712,PBD,8523025,1.97
MONT_1397,34932012,PBD,8523032,2.91
MONT_1397,34932012,PBD,8523031,2.82
MONT_1397,34932012,PBD,8523026,2.91
MONT_1397,34932012,PBD,8523025,3.12
MONT_1397,101866334,PBD,8523036,1.64
MONT_1397,101866334,PBD,8523032,1.78
MONT_1397,101866334,PBD,8523031,2.01
MONT_1397,101866334,PBD,8523030,1.79
MONT_1397,34932182,PBD,8523031,10.55
MONT_1397,34932182,PBD,8523025,10.71
MONT_1397,34932191,PBD,8523032,1.97
MONT_1397,34932116,PBD,8523032,2.08
MONT_1397,34932116,PBD,8523031,1.95
MONT_1397,34931974,PBD,8523032,3.74
MONT_1397,34931974,PBD,8523031,3.9
MONT_1397,34931974,PBD,8523026,3.74
MONT_1397,34931974,PBD,8523025,4.16
MONT_1397,34932116,PBD,8523026,1.97
MONT_1397,34932116,PBD,8523025,2.53
MONT_1397,34932191,PBD,8523031,1.95
MONT_1397,34932191,PBD,8523026,1.97
MONT_1397,34932059,PBD,8523032,1.61
MONT_1397,34932013,PBD,8523031,4.34
MONT_1397,34932013,PBD,8523026,4.19
MONT_1397,34932059,PBD,8523031,1.83
MONT_1397,34932059,PBD,8523026,1.56
MONT_1397,34932059,PBD,8523025,1.8
MONT_1397,34932191,PBD,8523025,1.97
MONT_1397,101866334,PBD,8523026,2.08
MONT_1397,101866334,PBD,8523025,1.91
MONT_1397,100503611,PBD,8523033,3.56
MONT_1397,54428599,PBD,8523031,4.76
MONT_1397,54428599,PBD,8523025,4.42
MONT_1397,34932086,PBD,8523032,1.76
MONT_1397,34932086,PBD,8523031,1.76
MONT_1397,34932086,PBD,8523026,1.76
MONT_1397,34932086,PBD,8523025,2.06
MONT_1397,34931975,PBD,8523032,5.12
MONT_1397,34931975,PBD,8523031,4.87
MONT_1397,34931975,PBD,8523026,5.24
MONT_1397,34931975,PBD,8523025,5.22
MONT_1397,34932201,PBD,8523032,2.19
MONT_1397,34932153,PBD,8523033,2.44
MONT_1397,34932153,PBD,8523031,2.68
MONT_1397,34932153,PBD,8523027,3.02
MONT_1397,34932153,PBD,8523025,2.55
MONT_1397,34932201,PBD,8523031,1.6
MONT_1397,34932156,PBD,8523031,0.06
MONT_1397,34932171,PBD,8523032,2.62
MONT_1397,34932171,PBD,8523031,2.5
MONT_1397,34932171,PBD,8523026,2.55
MONT_1397,34932015,PBD,8523035,4.84
MONT_1397,34932015,PBD,8523032,4.04
MONT_1397,34932015,PBD,8523031,2.27
MONT_1397,34932015,PBD,8523029,4.89
MONT_1397,34932015,PBD,8523026,4.55
MONT_1397,34932015,PBD,8523025,4.58
MONT_1397,34932171,PBD,8523025,3.45
MONT_1397,34932060,PBD,8523032,3.1
MONT_1397,34932060,PBD,8523031,2.61
MONT_1397,34932060,PBD,8523026,2.5
MONT_1397,34932060,PBD,8523025,2.94
MONT_1397,34931976,PBD,8523032,3.19
MONT_1397,34931976,PBD,8523031,3.29
MONT_1397,34931976,PBD,8523026,3.19
MONT_1397,34931976,PBD,8523025,3.19
MONT_1397,34932201,PBD,8523026,1.53
MONT_1397,34932117,PBD,8523032,3.52
MONT_1397,34932117,PBD,8523031,3.6
MONT_1397,34932117,PBD,8523026,3.58
MONT_1397,34932117,PBD,8523025,3.73
MONT_1397,34932201,PBD,8523025,2.03
MONT_1397,34932088,PBD,8523033,2.55
MONT_1397,34932088,PBD,8523031,2.59
MONT_1397,34932088,PBD,8523027,2.59
MONT_1397,34932016,PBD,8523033,4.61
MONT_1397,34932016,PBD,8523031,4.58
MONT_1397,34932016,PBD,8523027,4.58
MONT_1397,34932088,PBD,8523025,2.57
MONT_1397,100503611,PBD,8523031,3.54
MONT_1397,100503611,PBD,8523027,3.25
MONT_1397,100503611,PBD,8523025,4.17
MONT_1397,34932184,PBD,8523033,3.39
MONT_1397,34932061,PBD,8523033,3.62
MONT_1397,34932061,PBD,8523031,3.41
MONT_1397,34932061,PBD,8523027,3.41
MONT_1397,34931977,PBD,8523032,3.22
MONT_1397,34931977,PBD,8523031,3.26
MONT_1397,34931977,PBD,8523026,3.26
MONT_1397,34931977,PBD,8523025,3.22
MONT_1397,34932061,PBD,8523025,3.2
MONT_1397,34932184,PBD,8523031,3.63
MONT_1397,34932184,PBD,8523027,4.06
MONT_1397,34932184,PBD,8523025,3.67
MONT_1397,159671996,PBD,8523033,3.07
MONT_1397,159671996,PBD,8523031,3.37
MONT_1397,159671996,PBD,8523027,3.37
MONT_1397,159671996,PBD,8523025,3.63
MONT_1397,285928337,PBD,8523031,5.03
MONT_1397,285928337,PBD,8523025,4.8
MONT_1397,34931978,PBD,8523031,3.54
MONT_1397,34931978,PBD,8523025,6.72
MONT_1397,34932017,PBD,8523032,2.34
MONT_1397,34932017,PBD,8523031,2.3
MONT_1397,34932017,PBD,8523026,2.61
MONT_1397,34932017,PBD,8523025,2.25
MONT_1397,34932157,PBD,8523032,2.4
MONT_1397,34932090,PBD,8523033,3.53
MONT_1397,34932090,PBD,8523031,3.55
MONT_1397,34932090,PBD,8523027,3.57
MONT_1397,34932090,PBD,8523025,3.46
MONT_1397,34932157,PBD,8523031,2.39
MONT_1397,34932064,PBD,8523033,7.66
MONT_1397,34932064,PBD,8523031,7.13
MONT_1397,34932064,PBD,8523027,4.61
MONT_1397,34932064,PBD,8523025,6.58
MONT_1397,34932126,PBD,8523031,2.19
MONT_1397,34932126,PBD,8523026,2.02
MONT_1397,34932126,PBD,8523025,2.5
MONT_1397,34932018,PBD,8523033,2.47
MONT_1397,34932018,PBD,8523031,2.91
MONT_1397,34932018,PBD,8523027,2.91
MONT_1397,34931979,PBD,8523032,2.84
MONT_1397,34931979,PBD,8523031,2.9
MONT_1397,34931979,PBD,8523026,2.84
MONT_1397,34931979,PBD,8523025,3.51
MONT_1397,34932018,PBD,8523025,2.92
MONT_1397,34932157,PBD,8523026,2.4
MONT_1397,34932157,PBD,8523025,2.84
MONT_1397,278993871,PBD,8523031,4.62
MONT_1397,34932172,PBD,8523033,3.38
MONT_1397,34932172,PBD,8523032,2.42
MONT_1397,34932172,PBD,8523031,3.42
MONT_1397,34932172,PBD,8523027,3.6
MONT_1397,278993871,PBD,8523025,4.53
MONT_1397,139294566,PBD,8523033,3
MONT_1397,34932193,PBD,8523032,2.69
MONT_1397,34932193,PBD,8523031,2.62
MONT_1397,34932193,PBD,8523026,2.58
MONT_1397,34932193,PBD,8523025,2.6
MONT_1397,34932091,PBD,8523032,5.12
MONT_1397,34932065,PBD,8523033,2.97
MONT_1397,34932065,PBD,8523031,3.72
MONT_1397,34932065,PBD,8523027,3.57
MONT_1397,34932065,PBD,8523025,3.14
MONT_1397,34932091,PBD,8523031,8.38
MONT_1397,34932091,PBD,8523025,7.77
MONT_1397,34931980,PBD,8523032,3.09
MONT_1397,34931980,PBD,8523031,2.73
MONT_1397,34931980,PBD,8523026,2.83
MONT_1397,34931980,PBD,8523025,2.93
MONT_1397,68106239,PBD,8523032,2.64
MONT_1397,34932019,PBD,8523032,2.22
MONT_1397,34932019,PBD,8523031,2
MONT_1397,34932019,PBD,8523026,2.44
MONT_1397,34932019,PBD,8523025,2.15
MONT_1397,34932131,PBD,8523033,5.88
MONT_1397,34932131,PBD,8523031,6.15
MONT_1397,34932131,PBD,8523027,6.4
MONT_1397,34932131,PBD,8523025,3.57
MONT_1397,68106239,PBD,8523031,2.72
MONT_1397,34932174,PBD,8523033,5.84
MONT_1397,34932159,PBD,8523033,6.62
MONT_1397,34932132,PBD,8523031,1.34
MONT_1397,34932159,PBD,8523031,7.05
MONT_1397,34932159,PBD,8523027,6.16
MONT_1397,34932174,PBD,8523031,4.44
MONT_1397,34932174,PBD,8523027,5.93
MONT_1397,34932093,PBD,8523033,2.61
MONT_1397,34932066,PBD,8523033,5.85
MONT_1397,34932066,PBD,8523031,5.5
MONT_1397,34931981,PBD,8523032,2.27
MONT_1397,34931981,PBD,8523031,2.26
MONT_1397,34931981,PBD,8523026,2.22
MONT_1397,34931981,PBD,8523025,2.31
MONT_1397,34932066,PBD,8523027,4.56
MONT_1397,34932066,PBD,8523025,5.42
MONT_1397,34932093,PBD,8523031,2.64
MONT_1397,34932093,PBD,8523027,2.64
MONT_1397,34932020,PBD,8523033,2.98
MONT_1397,34932020,PBD,8523031,3.15
MONT_1397,34932020,PBD,8523027,3.15
MONT_1397,34932020,PBD,8523025,3.18
MONT_1397,34932093,PBD,8523025,2.59
MONT_1397,68106239,PBD,8523026,2.73
MONT_1397,34932068,PBD,8523031,4.44
MONT_1397,54428705,PBD,8523031,5.5
MONT_1397,51843300,PBD,8523036,16.05
MONT_1397,51843300,PBD,8523032,11.1
MONT_1397,34932185,PBD,8523032,1.86
MONT_1397,34932185,PBD,8523031,1.94
MONT_1397,34932185,PBD,8523026,2.32
MONT_1397,34931982,PBD,8523032,5.03
MONT_1397,34931982,PBD,8523031,4.79
MONT_1397,34931982,PBD,8523025,4.88
MONT_1397,34932185,PBD,8523025,1.92
MONT_1397,51843300,PBD,8523031,11.73
MONT_1397,34932021,PBD,8523033,4.97
MONT_1397,34932021,PBD,8523031,4.97
MONT_1397,34932021,PBD,8523027,4.97
MONT_1397,34932021,PBD,8523025,4.94
MONT_1397,51843300,PBD,8523030,12.93
MONT_1397,51843300,PBD,8523026,13.52
MONT_1397,34932134,PBD,8523031,7.64
MONT_1397,34932134,PBD,8523025,8.22
MONT_1397,51843300,PBD,8523025,13.7
MONT_1397,54428705,PBD,8523025,5.5
MONT_1397,68106239,PBD,8523025,2.69
MONT_1397,139294566,PBD,8523032,2.97
MONT_1397,139294566,PBD,8523031,3
MONT_1397,34932160,PBD,8523032,4.47
MONT_1397,34932160,PBD,8523031,5.53
MONT_1397,34932069,PBD,8523032,4.41
MONT_1397,34932069,PBD,8523031,4.26
MONT_1397,34931983,PBD,8523032,2.28
MONT_1397,34931983,PBD,8523031,2.52
MONT_1397,34931983,PBD,8523026,2.46
MONT_1397,34931983,PBD,8523025,2.5
MONT_1397,34932069,PBD,8523026,4.41
MONT_1397,34932069,PBD,8523025,4.41
MONT_1397,34932160,PBD,8523025,5.93
MONT_1397,34932094,PBD,8523032,2.56
MONT_1397,34932094,PBD,8523031,2.54
MONT_1397,34932094,PBD,8523026,2.56
MONT_1397,34932022,PBD,8523033,3.15
MONT_1397,34932022,PBD,8523031,3.21
MONT_1397,34932022,PBD,8523027,3.41
MONT_1397,34932022,PBD,8523025,3.57
MONT_1397,34932094,PBD,8523025,2.68
MONT_1397,139294566,PBD,8523025,2.98
MONT_1397,34932175,PBD,8523033,2.3
MONT_1397,34932175,PBD,8523031,2.3
MONT_1397,34932175,PBD,8523027,2.3
MONT_1397,34932175,PBD,8523025,2.41
MONT_1397,56280019,PBD,8523033,3.36
MONT_1397,56280019,PBD,8523027,3.17
MONT_1397,138318657,PBD,8523036,17.51
MONT_1397,138318657,PBD,8523032,17.46
MONT_1397,138318657,PBD,8523031,17.17
MONT_1397,34932195,PBD,8523033,3.01
MONT_1397,34932135,PBD,8523033,3.32
MONT_1397,34932135,PBD,8523031,3.39
MONT_1397,34932135,PBD,8523027,3.33
MONT_1397,34932070,PBD,8523032,2.55
MONT_1397,34932070,PBD,8523031,2.53
MONT_1397,34932070,PBD,8523026,2.89
MONT_1397,34932070,PBD,8523025,3.13
MONT_1397,34932023,PBD,8523032,3.05
MONT_1397,34932023,PBD,8523031,3.05
MONT_1397,34932023,PBD,8523026,3.08
MONT_1397,34932023,PBD,8523025,3.53
MONT_1397,34932135,PBD,8523025,3.39
MONT_1397,34932195,PBD,8523031,3.2
MONT_1397,34932195,PBD,8523027,3.2
MONT_1397,34932195,PBD,8523025,3.3
MONT_1397,34932095,PBD,8523032,2.25
MONT_1397,34932095,PBD,8523031,2.68
MONT_1397,34932095,PBD,8523026,2.11
MONT_1397,34932095,PBD,8523025,2.7
MONT_1397,138318657,PBD,8523030,17.46
MONT_1397,34931985,PBD,8523036,1.46
MONT_1397,34931985,PBD,8523032,1.47
MONT_1397,34931985,PBD,8523031,1.47
MONT_1397,34931985,PBD,8523030,1.41
MONT_1397,34931985,PBD,8523026,1.24
MONT_1397,34931985,PBD,8523025,1.49
MONT_1397,138318657,PBD,8523026,25.49
MONT_1397,34932186,PBD,8523032,2.81
MONT_1397,34932186,PBD,8523031,2.72
MONT_1397,34932161,PBD,8523033,5.18
MONT_1397,34931988,PBD,8523031,26.61
MONT_1397,34931988,PBD,8523025,26.61
MONT_1397,34932161,PBD,8523031,5.37
MONT_1397,34932025,PBD,8523033,1.34
